ID	Formula	MW_x	Purity	PO	MW_salt	Box_ID	Well	Barcode	Amount_mg	Smile	compound_name	Salt_Name	Salt_ratio	canonical_smiles	isomeric_smiles	monoisotopic_mass	Source Plate Barcode	Source Well	well_location	Transfer Volume	Unit [nL]	plate_id	Source Plate Type	Source Plate Name	Destination Plate Name	Stock concentration	Unit[mM]	VESSELPOSITION	Solvent	MW_y	Transfer	unique_sample_id	WellNumber	WellLetter	Cxsmiles	smiles	Catalog ID	PLATE_ID	V, µL	Conc, mM	Salt smiles	Salt_name	Stereochem.data	Geometric.isomer	MW_x.1	SAMPLEIDDISPLAY	Structure [idcode]	Molecule Name	ORDERING NUMBER	MOLPORTID	SUPPLIER NAME	CATALOG NUMBER	MOL WEIGHT TOTAL	MOL WEIGHT PARRENT	MOL WEIGHT NORMAL	MOL FORMULA	QUANTITY	QUANTITY MEASURE	STEREOCHEMISTRY	PURITY CLASSIFIED	PO NUMBER FROM CLIENT	BOX_NAME	BOX_ROW	BOX_COLUMN	VIAL_BARCODE	AMOUNT_IN_VIAL	AMOUNT_IN_VIAL_MEASURE	QUALITY CONTROL	COMPOUND STATE	PARRENT RATIO	MOL WEIGHT SALT	SALT RATIO	SALT DATA	MW	SMILES	VOLUME_IN_VIAL	VOLUME_UNIT	CONCENTRATION, mM	NOTES	IUPAC	Barcode rack	Barcode vial	Position	m(mg)	c mM	V(DMSO)	Unnamed: 28
	C8H6N2O3S	210.2098	100.0	92.7/22	0.0		E19				3-methyl-5-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylic acid						1560045-Y5.25-A01	E19	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	210.009913		pluskal_enammol_5002_A9_id	9	A	CC1=CSC2=NC=C(C(=O)O)C(=O)N12	CC1=CSC2=NC=C(C(=O)O)C(=O)N12	Z1269235931	1560045-Y5.25-A01	5,25	100.0			Achiral	None	210.009913	Z1269235931																																									
	C11H13NO3S	239.2908	100.0	92.7/22	0.0		W21				4-oxo-4-{4H,5H,6H,7H-thieno[3,2-c]pyridin-5-yl}butanoic acid						1560045-Y5.25-A01	W21	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	239.061614		pluskal_enammol_5002_A9_id	9	A	OC(=O)CCC(=O)N1CCC=2SC=CC2C1	OC(=O)CCC(=O)N1CCC=2SC=CC2C1	Z239137162	1560045-Y5.25-A01	5,25	100.0			Achiral	None	239.061614	Z239137162																																									
	C7H6N4O2	178.1481	100.0	92.7/22	0.0		O29				3-methyl-3H-[1,2,3]triazolo[4,5-b]pyridine-7-carboxylic acid						1560045-Y5.25-A01	O29	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	178.049075		pluskal_enammol_5002_A9_id	9	A	CN1N=NC=2C(=CC=NC12)C(=O)O	CN1N=NC=2C(=CC=NC12)C(=O)O	Z1993699090	1560045-Y5.25-A01	5,25	100.0			Achiral	None	178.049075	Z1993699090																																									
	C11H10N2O2	202.2093	100.0	92.7/22	0.0		AA37				2-cyclopropylimidazo[1,2-a]pyridine-6-carboxylic acid						1560045-Y5.25-A01	AA37	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	202.074228		pluskal_enammol_5002_A9_id	9	A	OC(=O)C=1C=CC2=NC(=CN2C1)C3CC3	OC(=O)C=1C=CC2=NC(=CN2C1)C3CC3	Z1172089075	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z1172089075																																									
	C9H8O3	164.158	100.0	92.7/22	0.0		W38				1,3-dihydro-2-benzofuran-5-carboxylic acid						1560045-Y5.25-A01	W38	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	164.047344		pluskal_enammol_5002_A9_id	9	A	OC(=O)C=1C=CC=2COCC2C1	OC(=O)C=1C=CC=2COCC2C1	Z940646330	1560045-Y5.25-A01	5,25	100.0			Achiral	None	164.047344	Z940646330																																									
	C8H5F3O2	190.1193	100.0	92.7/22	0.0		AB42				4-(difluoromethyl)-2-fluorobenzoic acid						1560045-Y5.25-A01	AB42	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	190.024164		pluskal_enammol_5002_A9_id	9	A	OC(=O)C=1C=CC(=CC1F)C(F)F	OC(=O)C=1C=CC(=CC1F)C(F)F	Z1262561456	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.024164	Z1262561456																																									
	C8H5ClF2O3	222.5733	98.31	92.7/22	0.0		AE44				5-chloro-2-(difluoromethoxy)benzoic acid						1560045-Y5.25-A01	AE44	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	221.989528		pluskal_enammol_5002_A9_id	9	A	OC(=O)C=1C=C(Cl)C=CC1OC(F)F	OC(=O)C=1C=C(Cl)C=CC1OC(F)F	Z381395864	1560045-Y5.25-A01	5,25	100.0			Achiral	None	221.989528	Z381395864																																									
	C10H10O3	178.1846	95.0	92.7/22	0.0		AE08				3,4-dihydro-1H-2-benzopyran-8-carboxylic acid						1560045-Y5.25-A01	AE8	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	178.062994		pluskal_enammol_5002_A10_id	10	A	OC(=O)C=1C=CC=C2CCOCC12	OC(=O)C=1C=CC=C2CCOCC12	Z1416187975	1560045-Y5.25-A01	5,25	100.0			Achiral	None	178.062994	Z1416187975																																									
	C13H9N3O2	239.2295	100.0	92.7/22	0.0		H12				6-(1H-1,3-benzodiazol-1-yl)pyridine-3-carboxylic acid						1560045-Y5.25-A01	H12	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	239.069477		pluskal_enammol_5002_A10_id	10	A	OC(=O)C=1C=CC(=NC1)N2C=NC=3C=CC=CC23	OC(=O)C=1C=CC(=NC1)N2C=NC=3C=CC=CC23	Z271005800	1560045-Y5.25-A01	5,25	100.0			Achiral	None	239.069477	Z271005800																																									
	C4H5N3O2	127.1014	100.0	92.7/22	0.0		U20				2-(1H-1,2,3-triazol-1-yl)acetic acid						1560045-Y5.25-A01	U20	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	127.038176		pluskal_enammol_5002_A10_id	10	A	OC(=O)CN1C=CN=N1	OC(=O)CN1C=CN=N1	Z1198163409	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.038176	Z1198163409																																									
	C10H7ClN2O2	222.6278	100.0	92.7/22	0.0		AF21				1-(3-chloropyridin-2-yl)-1H-pyrrole-2-carboxylic acid						1560045-Y5.25-A01	AF21	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	222.019605		pluskal_enammol_5002_A10_id	10	A	OC(=O)C1=CC=CN1C=2N=CC=CC2Cl	OC(=O)C1=CC=CN1C=2N=CC=CC2Cl	Z985448832	1560045-Y5.25-A01	5,25	100.0			Achiral	None	222.019605	Z985448832																																									
	C9H6N2O3	190.1555	97.47	92.7/22	0.0		AF22				4-oxo-4H-pyrido[1,2-a]pyrimidine-3-carboxylic acid						1560045-Y5.25-A01	AF22	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	190.037842		pluskal_enammol_5002_A10_id	10	A	OC(=O)C1=CN=C2C=CC=CN2C1=O	OC(=O)C1=CN=C2C=CC=CN2C1=O	Z56769168	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.037842	Z56769168																																									
	C6H8F2KNO2	203.2283	95.0	92.7/22	39.0983		AE27				potassium 1-(2,2-difluoroethyl)azetidine-3-carboxylate		1.0				1560045-Y5.25-A01	AE27	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	165.060135		pluskal_enammol_5002_A10_id	10	A	[K+].[O-]C(=O)C1CN(CC(F)F)C1	[K+].[O-]C(=O)C1CN(CC(F)F)C1	Z1881598101	1560045-Y5.25-A01	5,25	100.0	[K+]	Potassium Ion	Achiral	None	165.060135	Z1881598101																																									
	C8H6N2O3S	210.2098	100.0	92.7/22	0.0		J43				2-methyl-5-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylic acid						1560045-Y5.25-A01	J43	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	210.009913		pluskal_enammol_5002_A10_id	10	A	CC1=CN2C(=O)C(=CN=C2S1)C(=O)O	CC1=CN2C(=O)C(=CN=C2S1)C(=O)O	Z57301586	1560045-Y5.25-A01	5,25	100.0			Achiral	None	210.009913	Z57301586																																									
	C11H10N2O2	202.2093	100.0	92.7/22	0.0		AB44				1-[(pyridin-2-yl)methyl]-1H-pyrrole-2-carboxylic acid						1560045-Y5.25-A01	AB44	A10	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	10.0	DMSO	202.074228		pluskal_enammol_5002_A10_id	10	A	OC(=O)C1=CC=CN1CC=2C=CC=CN2	OC(=O)C1=CC=CN1CC=2C=CC=CN2	Z425487612	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z425487612																																									
	C9H12ClNO2	201.6501	100.0	92.7/22	36.4609		A06				4-[(methylamino)methyl]benzoic acid hydrochloride		1.0				1560045-Y5.25-A01	A6	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	165.078979		pluskal_enammol_5002_A11_id	11	A	Cl.CNCC=1C=CC(=CC1)C(=O)O	Cl.CNCC=1C=CC(=CC1)C(=O)O	Z2492800367	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	165.078979	Z2492800367																																									
	C9H5N2NaO3	212.1374	95.0	92.7/22	22.9898		C09				sodium 5-phenyl-1,3,4-oxadiazole-2-carboxylate		1.0				1560045-Y5.25-A01	C9	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	190.037842		pluskal_enammol_5002_A11_id	11	A	[Na+].[O-]C(=O)C1=NN=C(O1)C=2C=CC=CC2	[Na+].[O-]C(=O)C1=NN=C(O1)C=2C=CC=CC2	Z239089562	1560045-Y5.25-A01	5,25	100.0	[Na+]	Sodium Ion	Achiral	None	190.037842	Z239089562																																									
	C11H10N2O2	202.2093	96.0	92.7/22	0.0		AD09				1-[(pyridin-3-yl)methyl]-1H-pyrrole-2-carboxylic acid						1560045-Y5.25-A01	AD9	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	202.074228		pluskal_enammol_5002_A11_id	11	A	OC(=O)C1=CC=CN1CC=2C=CC=NC2	OC(=O)C1=CC=CN1CC=2C=CC=NC2	Z425487794	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z425487794																																									
	C6H5F3N2O3	210.1107	96.48	92.7/22	0.0		R16				2-[5-oxo-3-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-1-yl]acetic acid						1560045-Y5.25-A01	R16	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	210.025227		pluskal_enammol_5002_A11_id	11	A	OC(=O)CN1N=C(CC1=O)C(F)(F)F	OC(=O)CN1N=C(CC1=O)C(F)(F)F	Z1117910448	1560045-Y5.25-A01	5,25	100.0			Achiral	None	210.025227	Z1117910448																																									
	C10H7ClN2O2	222.6278	100.0	92.7/22	0.0		D23				3-(2-chlorophenyl)-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A01	D23	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	222.019605		pluskal_enammol_5002_A11_id	11	A	OC(=O)C1=CNN=C1C=2C=CC=CC2Cl	OC(=O)C1=CNN=C1C=2C=CC=CC2Cl	Z362114758	1560045-Y5.25-A01	5,25	100.0			Achiral	None	222.019605	Z362114758																																									
	C10H10O3	178.1846	100.0	92.7/22	0.0		C34				2-(3-hydroxyphenyl)cyclopropane-1-carboxylic acid						1560045-Y5.25-A01	C34	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	178.062994		pluskal_enammol_5002_A11_id	11	A	OC(=O)C1CC1C=2C=CC=C(O)C2	OC(=O)C1CC1C=2C=CC=C(O)C2	Z1216651566	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	178.062994	Z1216651566																																									
	C13H9N3O2	239.2295	95.0	92.7/22	0.0		L35				3-(1H-indazol-1-yl)pyridine-2-carboxylic acid						1560045-Y5.25-A01	L35	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	239.069477		pluskal_enammol_5002_A11_id	11	A	OC(=O)C=1N=CC=CC1N2N=CC=3C=CC=CC23	OC(=O)C=1N=CC=CC1N2N=CC=3C=CC=CC23	Z1464002065	1560045-Y5.25-A01	5,25	100.0			Achiral	None	239.069477	Z1464002065																																									
	C6H10ClNO2	163.6021	90.0	92.7/22	36.4609		D38				2-azabicyclo[2.1.1]hexane-1-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	D38	A11	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	11.0	DMSO	127.063329		pluskal_enammol_5002_A11_id	11	A	Cl.OC(=O)C1(CC2C1)NC2	Cl.OC(=O)C1(CC2C1)NC2	Z199536584	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Diastereomeric mixture	Unequal mixture of geometric isomers	127.063329	Z199536584																																									
	C9H6N2O3	190.1555	96.95	92.7/22	0.0		S05				4-(1,2,4-oxadiazol-5-yl)benzoic acid						1560045-Y5.25-A01	S5	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	190.037842		pluskal_enammol_5002_A12_id	12	A	OC(=O)C=1C=CC(=CC1)C2=NC=NO2	OC(=O)C=1C=CC(=CC1)C2=NC=NO2	Z1041130594	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.037842	Z1041130594																																									
	C11H11ClO2	210.6568	95.0	92.7/22	0.0		H08				3-(4-chlorophenyl)cyclobutane-1-carboxylic acid						1560045-Y5.25-A01	H8	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	210.044757		pluskal_enammol_5002_A12_id	12	A	OC(=O)C1CC(C1)C=2C=CC(Cl)=CC2	OC(=O)C1CC(C1)C=2C=CC(Cl)=CC2	Z1147604988	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unequal mixture of geometric isomers	210.044757	Z1147604988																																									
	C10H10O3	178.1846	98.8	92.7/22	0.0		F10				3-methyl-2,3-dihydro-1-benzofuran-7-carboxylic acid						1560045-Y5.25-A01	F10	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	178.062994		pluskal_enammol_5002_A12_id	12	A	CC1COC=2C1=CC=CC2C(=O)O	CC1COC=2C1=CC=CC2C(=O)O	Z1262515212	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	178.062994	Z1262515212																																									
	C11H10N2O2	202.2093	100.0	92.7/22	0.0		AD12				4-(3-methyl-1H-pyrazol-1-yl)benzoic acid						1560045-Y5.25-A01	AD12	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	202.074228		pluskal_enammol_5002_A12_id	12	A	CC=1C=CN(N1)C=2C=CC(=CC2)C(=O)O	CC=1C=CN(N1)C=2C=CC(=CC2)C(=O)O	Z316174666	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z316174666																																									
	C9H11NO2	165.1891	100.0	92.7/22	0.0		P21				5,6,7,8-tetrahydroindolizine-2-carboxylic acid						1560045-Y5.25-A01	P21	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	165.078979		pluskal_enammol_5002_A12_id	12	A	OC(=O)C=1C=C2CCCCN2C1	OC(=O)C=1C=C2CCCCN2C1	Z1262521236	1560045-Y5.25-A01	5,25	100.0			Achiral	None	165.078979	Z1262521236																																									
	C7H5F3N2O3	222.1214	97.4	92.7/22	0.0		AA35				2-methoxy-4-(trifluoromethyl)pyrimidine-5-carboxylic acid						1560045-Y5.25-A01	AA35	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	222.025227		pluskal_enammol_5002_A12_id	12	A	COC=1N=CC(C(=O)O)=C(N1)C(F)(F)F	COC=1N=CC(C(=O)O)=C(N1)C(F)(F)F	Z1509687249	1560045-Y5.25-A01	5,25	100.0			Achiral	None	222.025227	Z1509687249																																									
	C6H8O3	128.1259	95.0	92.7/22	0.0		M43				2-oxabicyclo[3.1.0]hexane-6-carboxylic acid						1560045-Y5.25-A01	M43	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	128.047344		pluskal_enammol_5002_A12_id	12	A	OC(=O)C1C2CCOC12	OC(=O)C1C2CCOC12	Z600584190	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	None	128.047344	Z600584190																																									
	C12H15Cl2NO2	276.159	100.0	92.7/22	36.4609		Y44				1-[(4-chlorophenyl)methyl]pyrrolidine-2-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	Y44	A12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	12.0	DMSO	239.071306		pluskal_enammol_5002_A12_id	12	A	Cl.OC(=O)C1CCCN1CC=2C=CC(Cl)=CC2	Cl.OC(=O)C1CCCN1CC=2C=CC(Cl)=CC2	Z1459910178	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Racemic or presumed racemic or meso	None	239.071306	Z1459910178																																									
	C11H11ClO2	210.6568	100.0	92.7/22	0.0		Z10				1-[(2-chlorophenyl)methyl]cyclopropane-1-carboxylic acid						1560045-Y5.25-A01	Z10	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	210.044757		pluskal_enammol_5002_A13_id	13	A	OC(=O)C1(CC=2C=CC=CC2Cl)CC1	OC(=O)C1(CC=2C=CC=CC2Cl)CC1	Z1269189446	1560045-Y5.25-A01	5,25	100.0			Achiral	None	210.044757	Z1269189446																																									
	C8H6N4O2	190.1588	98.46	92.7/22	0.0		K11				5-(1H-1,2,3-triazol-1-yl)pyridine-3-carboxylic acid						1560045-Y5.25-A01	K11	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	190.049075		pluskal_enammol_5002_A13_id	13	A	OC(=O)C=1C=NC=C(C1)N2C=CN=N2	OC(=O)C=1C=NC=C(C1)N2C=CN=N2	Z1721260730	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.049075	Z1721260730																																									
	C10H10O3	178.1846	95.76	92.7/22	0.0		K12				3-methyl-2,3-dihydro-1-benzofuran-5-carboxylic acid						1560045-Y5.25-A01	K12	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	178.062994		pluskal_enammol_5002_A13_id	13	A	CC1COC=2C=CC(=CC12)C(=O)O	CC1COC=2C=CC(=CC12)C(=O)O	Z1813127897	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	178.062994	Z1813127897																																									
	C12H14FNO3	239.2429	100.0	92.7/22	0.0		J24				5-(2,2-dimethylpropanamido)-2-fluorobenzoic acid						1560045-Y5.25-A01	J24	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	239.095772		pluskal_enammol_5002_A13_id	13	A	CC(C)(C)C(=O)NC=1C=CC(F)=C(C1)C(=O)O	CC(C)(C)C(=O)NC=1C=CC(F)=C(C1)C(=O)O	Z364321906	1560045-Y5.25-A01	5,25	100.0			Achiral	None	239.095772	Z364321906																																									
	C11H10O3S	222.2603	95.0	92.7/22	0.0		N25				3-(methoxymethyl)-1-benzothiophene-2-carboxylic acid						1560045-Y5.25-A01	N25	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	222.035065		pluskal_enammol_5002_A13_id	13	A	COCC1=C(SC=2C=CC=CC12)C(=O)O	COCC1=C(SC=2C=CC=CC12)C(=O)O	Z384974262	1560045-Y5.25-A01	5,25	100.0			Achiral	None	222.035065	Z384974262																																									
	C5H4FNO2	129.0892	100.0	92.7/22	0.0		J26				4-fluoro-1H-pyrrole-2-carboxylic acid						1560045-Y5.25-A01	J26	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	129.022607		pluskal_enammol_5002_A13_id	13	A	OC(=O)C1=CC(F)=CN1	OC(=O)C1=CC(F)=CN1	Z1198726057	1560045-Y5.25-A01	5,25	100.0			Achiral	None	129.022607	Z1198726057																																									
	C9H11NO2	165.1891	91.0	92.7/22	0.0		T32				2-amino-2-(4-methylphenyl)acetic acid						1560045-Y5.25-A01	T32	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	165.078979		pluskal_enammol_5002_A13_id	13	A	CC=1C=CC(=CC1)C(N)C(=O)O	CC=1C=CC(=CC1)C(N)C(=O)O	Z317024662	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	165.078979	Z317024662																																									
	C11H10N2O2	202.2093	98.93	92.7/22	0.0		AF38				4-[(1H-imidazol-1-yl)methyl]benzoic acid						1560045-Y5.25-A01	AF38	A13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	13.0	DMSO	202.074228		pluskal_enammol_5002_A13_id	13	A	OC(=O)C=1C=CC(CN2C=CN=C2)=CC1	OC(=O)C=1C=CC(CN2C=CN=C2)=CC1	Z240086362	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z240086362																																									
	C10H10O3	178.1846	100.0	92.7/22	0.0		M15				3,4-dihydro-1H-2-benzopyran-1-carboxylic acid						1560045-Y5.25-A01	M15	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	178.062994		pluskal_enammol_5002_A14_id	14	A	OC(=O)C1OCCC=2C=CC=CC12	OC(=O)C1OCCC=2C=CC=CC12	Z255149974	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	178.062994	Z255149974																																									
	C11H10N2O2	202.2093	95.0	92.7/22	0.0		D24				2-(3-phenyl-1H-pyrazol-1-yl)acetic acid						1560045-Y5.25-A01	D24	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	202.074228		pluskal_enammol_5002_A14_id	14	A	OC(=O)CN1C=CC(=N1)C=2C=CC=CC2	OC(=O)CN1C=CC(=N1)C=2C=CC=CC2	Z1263738354	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z1263738354																																									
	C9H12ClNO2	201.6501	95.0	92.7/22	36.4609		U24				2-(methylamino)-2-phenylacetic acid hydrochloride		1.0				1560045-Y5.25-A01	U24	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	165.078979		pluskal_enammol_5002_A14_id	14	A	Cl.CNC(C(=O)O)C=1C=CC=CC1	Cl.CNC(C(=O)O)C=1C=CC=CC1	Z1259273212	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Racemic or presumed racemic or meso	None	165.078979	Z1259273212																																									
	C7H8F2N2O2	190.1474	93.52	92.7/22	0.0		AB28				5-(difluoromethyl)-1,3-dimethyl-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A01	AB28	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	190.055384		pluskal_enammol_5002_A14_id	14	A	CC1=NN(C)C(C(F)F)=C1C(=O)O	CC1=NN(C)C(C(F)F)=C1C(=O)O	Z1259400448	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.055384	Z1259400448																																									
	C12H17NO4	239.2677	96.44	92.7/22	0.0		G29				6-(morpholine-4-carbonyl)cyclohex-3-ene-1-carboxylic acid						1560045-Y5.25-A01	G29	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	239.115758		pluskal_enammol_5002_A14_id	14	A	OC(=O)C1CC=CCC1C(=O)N2CCOCC2	OC(=O)C1CC=CCC1C(=O)N2CCOCC2	Z90311827	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	239.115758	Z90311827																																									
	C10H14N2O3	210.2298	98.2	92.7/22	0.0		F30				5-methyl-1-(oxan-4-yl)-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A01	F30	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	210.100442		pluskal_enammol_5002_A14_id	14	A	CC1=C(C=NN1C2CCOCC2)C(=O)O	CC1=C(C=NN1C2CCOCC2)C(=O)O	Z1229993451	1560045-Y5.25-A01	5,25	100.0			Achiral	None	210.100442	Z1229993451																																									
	C5H7NO3	129.114	95.0	92.7/22	0.0		D34				3-methyl-4,5-dihydro-1,2-oxazole-5-carboxylic acid						1560045-Y5.25-A01	D34	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	129.042593		pluskal_enammol_5002_A14_id	14	A	CC1=NOC(C1)C(=O)O	CC1=NOC(C1)C(=O)O	Z1198309057	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	129.042593	Z1198309057																																									
	C10H7FN2O3	222.1726	100.0	92.7/22	0.0		B35				1-(4-fluorophenyl)-4-hydroxy-1H-pyrazole-3-carboxylic acid						1560045-Y5.25-A01	B35	A14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	14.0	DMSO	222.04407		pluskal_enammol_5002_A14_id	14	A	OC(=O)C1=NN(C=C1O)C=2C=CC(F)=CC2	OC(=O)C1=NN(C=C1O)C=2C=CC(F)=CC2	Z381006304	1560045-Y5.25-A01	5,25	100.0			Achiral	None	222.04407	Z381006304																																									
	C11H10N2O2	202.2093	96.66	92.7/22	0.0		I12				3-(1-methyl-1H-pyrazol-4-yl)benzoic acid						1560045-Y5.25-A01	I12	A15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	15.0	DMSO	202.074228		pluskal_enammol_5002_A15_id	15	A	CN1C=C(C=N1)C=2C=CC=C(C2)C(=O)O	CN1C=C(C=N1)C=2C=CC=C(C2)C(=O)O	Z732745054	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.074228	Z732745054																																									
